customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST100177,Male,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer,98.25,237.04,No
CUST100178,Female,0,Yes,No,72,Yes,Yes,No,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,46.33,1931.65,Yes
CUST100179,Female,1,No,No,9,No,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,42.59,8675.51,No
CUST100180,Male,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No,One year,Yes,Mailed check,111.57,4009.3,No
CUST100181,Male,1,No,Yes,71,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,113.25,6751.22,Yes
CUST100182,Female,0,No,Yes,41,Yes,No,DSL,Yes,No,Yes,No internet service,No internet service,Yes,One year,Yes,Bank transfer,119.88,4672.48,No
CUST100183,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card,51.23,150.92,No
CUST100184,Female,0,Yes,No,47,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,83.15,407.87,Yes
CUST100185,Female,1,Yes,No,8,Yes,Yes,DSL,Yes,No,No internet service,No internet service,Yes,No,One year,No,Bank transfer,107.67,4022.68,No
CUST100186,Male,0,Yes,Yes,68,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,One year,Yes,Credit card,102.73,2026.79,Yes
CUST100187,Male,0,Yes,No,48,Yes,No,No,No,No,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer,57.07,7378.22,No
CUST100188,Female,0,No,No,72,Yes,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,One year,No,Mailed check,70.1,550.84,Yes
CUST100189,Male,0,Yes,Yes,65,Yes,Yes,DSL,No,No internet service,No,Yes,No,No internet service,One year,Yes,Mailed check,27.11,1711.42,No
CUST100190,Male,0,No,No,29,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,No,Two year,Yes,Bank transfer,83.2,7072.9,No
CUST100191,Male,0,Yes,No,20,Yes,No,Fiber optic,No internet service,No,No,No,Yes,Yes,One year,No,Bank transfer,117.62,1991.62,No
CUST100192,Female,0,No,Yes,7,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Credit card,111.88,4254.42,Yes
CUST100193,Female,0,No,No,59,Yes,Yes,No,No,No internet service,No internet service,Yes,No,No,One year,No,Bank transfer,114.61,8884.87,No
CUST100194,Female,0,Yes,No,8,Yes,Yes,No,No,No,No,No,No internet service,No internet service,Two year,No,Bank transfer,102.84,4795.24,No
CUST100195,Female,0,No,Yes,13,Yes,No,No,No internet service,No internet service,No,No internet service,No,No,Month-to-month,Yes,Mailed check,41.77,7287.86,Yes
CUST100196,Female,1,Yes,No,30,Yes,No,No,No,No internet service,Yes,No,No,No,Two year,No,Credit card,91.87,1979.76,Yes
CUST100197,Male,0,No,No,46,No,Yes,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,One year,No,Mailed check,21.32,7247.27,No
CUST100198,Female,0,No,No,68,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,117.75,3511.74,No
CUST100199,Male,0,Yes,Yes,52,Yes,Yes,DSL,Yes,No,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,63.51,3937.3,No
CUST100200,Female,0,No,Yes,41,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer,110.92,8770.88,No
CUST100201,Female,1,Yes,Yes,19,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,119.22,4843.12,No
CUST100202,Male,0,Yes,No,14,No,Yes,No,No,No,No,Yes,Yes,No internet service,One year,Yes,Bank transfer,39.08,1166.69,No
CUST100203,Male,0,No,No,7,Yes,No phone service,DSL,No internet service,No internet service,No,No,No internet service,No,One year,Yes,Bank transfer,64.3,1686.01,Yes
CUST100204,Female,1,No,No,59,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,Yes,One year,No,Bank transfer,112.08,5795.93,Yes
CUST100205,Female,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,One year,No,Bank transfer,56.12,773.63,No
CUST100206,Female,0,Yes,Yes,37,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card,37.05,2678.59,Yes
CUST100207,Male,1,No,No,31,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,67.59,8759.96,No
CUST100208,Female,0,Yes,No,48,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card,103.9,7462.11,Yes
CUST100209,Male,0,Yes,Yes,69,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.53,1271.62,Yes
CUST100210,Male,0,Yes,No,11,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,56.98,5156.68,Yes
CUST100211,Female,0,Yes,Yes,70,Yes,No,DSL,No internet service,No,Yes,No,Yes,Yes,Two year,Yes,Credit card,42.08,3108.1,No
CUST100212,Female,0,No,No,58,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Mailed check,116.56,4108.45,No
CUST100213,Female,0,No,No,13,Yes,Yes,No,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,No,Credit card,76.24,5309.14,No
CUST100214,Female,1,Yes,Yes,24,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No internet service,Two year,No,Credit card,59.81,6509.19,Yes
CUST100215,Male,0,No,No,35,Yes,No phone service,No,Yes,Yes,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,60.41,1513.86,No
CUST100216,Male,0,Yes,Yes,54,Yes,No phone service,DSL,Yes,No internet service,Yes,No,Yes,Yes,One year,No,Bank transfer,82.67,4397.34,No
CUST100217,Female,1,Yes,No,26,Yes,Yes,No,No,No,Yes,No,No,No,One year,Yes,Electronic check,45.38,4014.45,Yes
CUST100218,Male,0,No,Yes,38,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer,90.49,5136.34,Yes
CUST100219,Female,0,No,No,12,Yes,No,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,One year,No,Mailed check,88.08,588.44,No
CUST100220,Female,0,Yes,No,66,Yes,No phone service,No,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card,79.29,6652.31,No
CUST100221,Male,1,No,No,59,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,No,Two year,Yes,Credit card,62.1,8774.67,No
CUST100222,Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card,59.05,7753.31,Yes
CUST100223,Male,0,Yes,No,20,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No,No internet service,One year,No,Electronic check,83.07,4503.85,No
CUST100224,Female,0,Yes,Yes,6,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,Yes,One year,No,Bank transfer,74.45,7106.13,No
CUST100225,Female,0,Yes,Yes,2,Yes,No,No,No internet service,No,Yes,No,No,No,One year,No,Credit card,50.02,2119.96,No
CUST100226,Female,0,Yes,Yes,20,No,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer,46.75,4235.8,No
CUST100227,Male,1,No,Yes,72,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,73.69,6720.39,No
CUST100228,Female,0,No,Yes,14,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service,Two year,No,Mailed check,50.48,6411.06,Yes
CUST100229,Male,0,Yes,No,27,Yes,No,DSL,Yes,No internet service,No internet service,No,No,No internet service,Two year,Yes,Credit card,41.38,2516.41,No
CUST100230,Male,0,Yes,No,48,No,No,DSL,No internet service,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,93.93,1953.33,No
CUST100231,Female,0,Yes,Yes,54,Yes,No,No,No,No,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,43.61,6603.22,No
CUST100232,Female,0,No,No,8,Yes,No,No,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,35.99,7274.78,Yes
CUST100233,Female,0,Yes,No,5,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,91.08,4935.93,Yes
CUST100234,Male,0,Yes,Yes,40,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer,19.84,7630.99,Yes
CUST100235,Female,0,Yes,Yes,34,Yes,Yes,No,Yes,No,Yes,No internet service,No,No,Two year,Yes,Credit card,42.17,8115.1,No
CUST100236,Female,0,No,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,One year,No,Credit card,49.71,8088.43,No
CUST100237,Female,0,No,Yes,15,Yes,No,DSL,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card,115.25,5853.26,No
CUST100238,Female,1,No,Yes,30,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,66.98,1357.65,No
CUST100239,Female,0,Yes,No,12,Yes,Yes,No,Yes,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer,92.99,3625.37,No
CUST100240,Male,1,Yes,Yes,25,Yes,No phone service,DSL,No,No,No,No,No,No,One year,No,Credit card,31.36,8651.52,Yes
CUST100241,Male,0,No,Yes,37,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No,No internet service,One year,Yes,Credit card,42.83,4852.92,No
CUST100242,Female,1,No,Yes,24,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,101.29,3527.0,No
CUST100243,Male,0,No,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,One year,Yes,Credit card,57.12,1447.77,No
CUST100244,Female,0,No,Yes,24,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,No internet service,Yes,One year,No,Bank transfer,41.99,1585.76,No
CUST100245,Female,0,Yes,Yes,43,No,Yes,DSL,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,102.53,8637.77,No
CUST100246,Male,0,Yes,Yes,9,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,Yes,One year,No,Electronic check,84.9,1616.15,No
CUST100247,Male,0,Yes,No,39,Yes,Yes,No,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,99.75,2322.27,Yes
CUST100248,Male,0,No,Yes,26,No,No,DSL,Yes,No,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,64.45,564.37,No
CUST100249,Female,0,Yes,No,59,Yes,Yes,No,Yes,No,No,No,No,No,Two year,Yes,Electronic check,93.9,1643.39,Yes
CUST100250,Male,0,No,Yes,52,Yes,No phone service,No,No internet service,No,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer,85.94,8667.3,No
CUST100251,Female,0,No,No,8,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,Two year,Yes,Credit card,41.02,4296.23,No
CUST100252,Male,1,No,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,72.37,6857.42,Yes
CUST100253,Male,1,Yes,Yes,15,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Bank transfer,22.81,1175.45,No
CUST100254,Female,0,Yes,No,25,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card,50.99,6792.24,No
CUST100255,Female,0,No,No,9,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,One year,No,Credit card,63.95,2208.52,No
CUST100256,Female,1,Yes,Yes,59,Yes,No phone service,No,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,23.82,4275.63,Yes
CUST100257,Female,1,No,Yes,58,Yes,Yes,No,No internet service,Yes,No,No internet service,Yes,No,Two year,No,Electronic check,64.92,8218.12,No
CUST100258,Female,0,Yes,No,28,Yes,No phone service,Fiber optic,No,No,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer,95.62,8405.32,No
CUST100259,Female,0,No,No,42,Yes,Yes,No,No internet service,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,20.68,8758.43,No
CUST100260,Female,0,Yes,Yes,68,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,Two year,No,Bank transfer,30.11,4890.16,No
CUST100261,Male,0,Yes,No,54,No,No phone service,DSL,No,Yes,No,No internet service,No,No,One year,No,Mailed check,18.52,2783.81,No
CUST100262,Male,0,Yes,No,19,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,No,One year,Yes,Electronic check,90.76,2384.26,Yes
CUST100263,Male,0,No,No,54,Yes,No phone service,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,65.66,7476.85,Yes
CUST100264,Female,0,No,No,1,Yes,No,No,Yes,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer,94.92,892.04,No
CUST100265,Female,0,Yes,Yes,31,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Two year,No,Credit card,68.78,5138.43,No
CUST100266,Male,0,No,Yes,68,Yes,No,No,No,Yes,Yes,Yes,No,No internet service,Two year,No,Bank transfer,72.67,3927.91,Yes
CUST100267,Female,0,Yes,Yes,17,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer,75.47,1863.5,Yes
CUST100268,Female,0,Yes,No,22,Yes,Yes,DSL,No internet service,Yes,No,No,No,No,One year,No,Credit card,53.93,718.13,No
CUST100269,Female,0,No,Yes,27,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card,42.43,595.14,No
CUST100270,Female,0,Yes,No,65,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,No,Credit card,19.27,99.14,No
CUST100271,Male,0,No,Yes,36,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,101.84,4234.96,No
CUST100272,Male,1,No,Yes,33,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,20.8,1504.8,No
CUST100273,Female,0,No,No,49,Yes,No,No,No internet service,Yes,Yes,No internet service,No internet service,No,One year,Yes,Mailed check,70.78,1433.63,Yes
CUST100274,Male,0,No,Yes,53,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,114.97,3595.87,No
CUST100275,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No,Month-to-month,No,Electronic check,38.31,8215.0,No
CUST100276,Male,0,No,Yes,3,Yes,No,No,No,No,No,Yes,Yes,No,One year,No,Electronic check,64.41,3256.6,No
CUST100277,Male,1,No,Yes,4,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No,One year,No,Electronic check,23.54,4389.47,Yes
CUST100278,Male,0,No,Yes,5,Yes,No,DSL,No,No internet service,No,Yes,Yes,No internet service,One year,Yes,Mailed check,18.31,1403.8,No
CUST100279,Female,0,No,Yes,43,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,66.2,365.87,Yes
CUST100280,Male,0,Yes,No,12,Yes,No phone service,No,No internet service,No internet service,No,No,No internet service,Yes,One year,No,Mailed check,72.21,5489.16,Yes
CUST100281,Male,0,No,No,22,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,60.63,4297.81,No
CUST100282,Female,0,No,No,28,Yes,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No,Two year,Yes,Bank transfer,39.92,8503.21,No
CUST100283,Female,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No internet service,One year,No,Credit card,73.53,4158.68,No
CUST100284,Male,0,No,No,26,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,24.88,2966.37,Yes
CUST100285,Female,0,No,Yes,27,Yes,No,No,No internet service,Yes,No internet service,Yes,No,No internet service,One year,Yes,Bank transfer,44.63,1293.41,No
CUST100286,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No,One year,Yes,Credit card,42.28,4667.76,Yes
CUST100287,Male,0,Yes,No,14,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,Yes,One year,No,Credit card,23.49,438.08,No
CUST100288,Female,0,Yes,Yes,1,Yes,No,DSL,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,No,Credit card,43.66,1465.39,No
CUST100289,Male,0,Yes,No,7,Yes,No phone service,No,Yes,No,Yes,No internet service,No,No,One year,Yes,Credit card,82.21,6293.39,No
CUST100290,Male,0,No,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer,90.49,1702.88,No
CUST100291,Male,1,No,No,47,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,100.35,2584.23,Yes
CUST100292,Female,0,No,Yes,16,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Two year,Yes,Electronic check,104.97,1580.3,No
CUST100293,Female,1,No,Yes,39,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,97.55,4501.34,No
CUST100294,Female,0,Yes,No,24,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,No,Mailed check,99.95,2444.73,Yes
CUST100295,Male,0,Yes,Yes,30,Yes,No phone service,No,Yes,Yes,No internet service,Yes,No,Yes,Two year,No,Mailed check,41.74,6160.86,No
CUST100296,Male,0,No,No,19,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,One year,No,Mailed check,113.95,8596.32,No
CUST100297,Female,0,Yes,Yes,1,Yes,No,No,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,50.56,5688.4,No
CUST100298,Male,0,No,No,10,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,87.92,2784.98,No
CUST100299,Male,0,No,Yes,6,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,28.71,2100.1,No
CUST100300,Male,0,Yes,No,21,Yes,No,No,Yes,Yes,No internet service,Yes,No internet service,No internet service,Two year,Yes,Credit card,70.38,7783.79,No
CUST100301,Male,0,No,No,48,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer,48.17,6039.46,No
CUST100302,Female,0,No,Yes,12,Yes,No,No,No internet service,Yes,Yes,No,No internet service,Yes,Two year,No,Mailed check,108.04,5888.42,Yes
CUST100303,Male,1,No,No,66,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Two year,No,Electronic check,48.94,2038.29,No
CUST100304,Male,0,Yes,No,22,Yes,No,DSL,No,No,Yes,Yes,No internet service,Yes,One year,Yes,Credit card,86.93,3727.19,No
CUST100305,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,62.02,6453.51,No
CUST100306,Male,0,No,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,42.6,3540.46,Yes
CUST100307,Female,0,Yes,Yes,4,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No internet service,Yes,One year,Yes,Credit card,90.05,3877.64,No
